split,stratum,users,fraction,overall_users,overall_fraction,abs_frac_diff
overall,10-11 | light,168,0.009497964721845319,168,0.009497964721845319,0.0
overall,48-49 | tan,102,0.005766621438263229,102,0.005766621438263229,0.0
overall,48-49 | dark,225,0.012720488466757123,225,0.012720488466757123,0.0
overall,50 | light,112,0.006331976481230212,112,0.006331976481230212,0.0
overall,50 | tan,50,0.0028267752148349165,50,0.0028267752148349165,0.0
overall,50 | dark,110,0.006218905472636816,110,0.006218905472636816,0.0
overall,51-55 | light,545,0.030811849841700586,545,0.030811849841700586,0.0
overall,51-55 | tan,265,0.014981908638625056,265,0.014981908638625056,0.0
overall,51-55 | dark,555,0.031377204884667574,555,0.031377204884667574,0.0
overall,56-60 | light,555,0.031377204884667574,555,0.031377204884667574,0.0
overall,56-60 | tan,257,0.01452962460425147,257,0.01452962460425147,0.0
overall,56-60 | dark,553,0.03126413387607418,553,0.03126413387607418,0.0
overall,61-65 | light,533,0.03013342379014021,533,0.03013342379014021,0.0
overall,61-65 | tan,257,0.01452962460425147,257,0.01452962460425147,0.0
overall,61-65 | dark,540,0.030529172320217096,540,0.030529172320217096,0.0
overall,66-70 | light,524,0.029624604251469924,524,0.029624604251469924,0.0
overall,66-70 | tan,253,0.014303482587064677,253,0.014303482587064677,0.0
overall,66-70 | dark,539,0.030472636815920398,539,0.030472636815920398,0.0
overall,71-75 | light,514,0.02905924920850294,514,0.02905924920850294,0.0
overall,71-75 | tan,249,0.014077340569877883,249,0.014077340569877883,0.0
overall,71-75 | dark,537,0.030359565807327002,537,0.030359565807327002,0.0
fold_0,10-11 | light,34,0.009609949123798756,168,0.009497964721845319,0.00011198440195343655
fold_0,10-11 | tan,16,0.0045223289994347085,82,0.0046359113523292625,0.00011358235289455395
fold_0,10-11 | dark,38,0.010740531373657434,186,0.01051560379918589,0.00022492757447154475
fold_0,12-13 | light,39,0.011023176936122103,196,0.011080958842152872,5.778190603076931e-05
fold_0,12-13 | tan,18,0.005087620124364048,93,0.005257801899592945,0.00017018177522889685
fold_0,12-13 | dark,41,0.011588468061051441,205,0.011589778380823156,1.3103197717152099e-06
fold_0,14-15 | light,40,0.011305822498586773,204,0.011533242876526458,0.0002274203779396855
fold_0,14-15 | tan,18,0.005087620124364048,90,0.00508819538670285,5.752623388017783e-07
fold_0,14-15 | dark,42,0.011871113623516111,206,0.011646313885119856,0.00022479973839625508
fold_0,16-17 | light,42,0.011871113623516111,210,0.011872455902306648,1.3422787905371936e-06
fold_0,16-17 | tan,20,0.005652911249293386,100,0.005653550429669833,6.391803764466131e-07
fold_0,16-17 | dark,43,0.01215375918598078,212,0.011985526910900044,0.00016823227508073503
fold_0,18-19 | light,43,0.01215375918598078,214,0.012098597919493442,5.516126648733716e-05
fold_0,18-19 | tan,18,0.005087620124364048,92,0.005201266395296246,0.00011364627093219792
fold_0,18-19 | dark,44,0.01243640474844545,221,0.01249434644957033,5.7941701124880965e-05
fold_0,20-21 | light,44,0.01243640474844545,220,0.012437810945273632,1.4061968281828957e-06
fold_0,20-21 | tan,20,0.005652911249293386,99,0.005597014925373134,5.5896323920252323e-05
fold_0,20-21 | dark,43,0.01215375918598078,213,0.012042062415196744,0.00011169677078403523
fold_0,22-23 | light,43,0.01215375918598078,214,0.012098597919493442,5.516126648733716e-05
fold_0,22-23 | tan,20,0.005652911249293386,101,0.005710085933966531,5.717468467314468e-05
fold_0,22-23 | dark,44,0.01243640474844545,222,0.012550881953867029,0.00011447720542157903
fold_0,24-25 | light,45,0.012719050310910118,225,0.012720488466757123,1.4381558470048794e-06
fold_0,24-25 | tan,20,0.005652911249293386,100,0.005653550429669833,6.391803764466131e-07
fold_0,24-25 | dark,45,0.012719050310910118,225,0.012720488466757123,1.4381558470048794e-06
fold_0,26-27 | light,47,0.013284341435839458,233,0.01317277250113071,0.00011156893470874729
fold_0,26-27 | tan,21,0.0059355568117580556,105,0.005936227951153324,6.711393952685968e-07
fold_0,26-27 | dark,44,0.01243640474844545,220,0.012437810945273632,1.4061968281828957e-06
fold_0,28-29 | light,44,0.01243640474844545,218,0.012324739936680235,0.00011166481176521498
fold_0,28-29 | tan,20,0.005652911249293386,101,0.005710085933966531,5.717468467314468e-05
fold_0,28-29 | dark,45,0.012719050310910118,228,0.012890094979647219,0.00017104466873710082
fold_0,30-31 | light,44,0.01243640474844545,222,0.012550881953867029,0.00011447720542157903
fold_0,30-31 | tan,21,0.0059355568117580556,103,0.005823156942559928,0.00011239986919812754
fold_0,30-31 | dark,45,0.012719050310910118,226,0.012777023971053823,5.797366014370468e-05
fold_0,32-33 | light,45,0.012719050310910118,225,0.012720488466757123,1.4381558470048794e-06
fold_0,32-33 | tan,22,0.006218202374222725,109,0.006162369968340117,5.583240588260749e-05
fold_0,32-33 | dark,44,0.01243640474844545,218,0.012324739936680235,0.00011166481176521498
fold_0,34-35 | light,46,0.013001695873374788,229,0.012946630483943917,5.5065389430871206e-05
fold_0,34-35 | tan,22,0.006218202374222725,108,0.006105834464043419,0.00011236791017930556
fold_0,34-35 | dark,44,0.01243640474844545,224,0.012663952962460425,0.00022754821401497517
fold_0,36-37 | light,44,0.01243640474844545,222,0.012550881953867029,0.00011447720542157903
fold_0,36-37 | tan,22,0.006218202374222725,110,0.006218905472636816,7.030984140914479e-07
fold_0,36-37 | dark,44,0.01243640474844545,220,0.012437810945273632,1.4061968281828957e-06
fold_0,38-39 | light,45,0.012719050310910118,224,0.012663952962460425,5.509734844969319e-05
fold_0,38-39 | tan,21,0.0059355568117580556,106,0.005992763455450022,5.7206643691966666e-05
fold_0,38-39 | dark,44,0.01243640474844545,220,0.012437810945273632,1.4061968281828957e-06
fold_0,40-41 | light,45,0.012719050310910118,223,0.012607417458163727,0.00011163285274639126
fold_0,40-41 | tan,20,0.005652911249293386,104,0.005879692446856626,0.00022678119756323976
fold_0,40-41 | dark,45,0.012719050310910118,222,0.012550881953867029,0.00016816835704308933
fold_0,42-43 | light,44,0.01243640474844545,222,0.012550881953867029,0.00011447720542157903
fold_0,42-43 | tan,22,0.006218202374222725,106,0.005992763455450022,0.00022543891877270256
fold_0,42-43 | dark,44,0.01243640474844545,222,0.012550881953867029,0.00011447720542157903
fold_0,44-45 | light,46,0.013001695873374788,229,0.012946630483943917,5.5065389430871206e-05
fold_0,44-45 | tan,21,0.0059355568117580556,105,0.005936227951153324,6.711393952685968e-07
fold_0,44-45 | dark,46,0.013001695873374788,229,0.012946630483943917,5.5065389430871206e-05
fold_0,46-47 | light,45,0.012719050310910118,223,0.012607417458163727,0.00011163285274639126
fold_0,46-47 | tan,22,0.006218202374222725,108,0.006105834464043419,0.00011236791017930556
fold_0,46-47 | dark,44,0.01243640474844545,224,0.012663952962460425,0.00022754821401497517
fold_0,48-49 | light,45,0.012719050310910118,227,0.01283355947535052,0.00011450916444040275
fold_0,48-49 | tan,20,0.005652911249293386,102,0.005766621438263229,0.00011371018896984275
fold_0,48-49 | dark,45,0.012719050310910118,225,0.012720488466757123,1.4381558470048794e-06
fold_0,50 | light,23,0.006500847936687394,112,0.006331976481230212,0.00016887145545718164
fold_0,50 | tan,10,0.002826455624646693,50,0.0028267752148349165,3.1959018822330654e-07
fold_0,50 | dark,22,0.006218202374222725,110,0.006218905472636816,7.030984140914479e-07
fold_0,51-55 | light,109,0.030808366308648954,545,0.030811849841700586,3.4835330516326535e-06
fold_0,51-55 | tan,53,0.014980214810627474,265,0.014981908638625056,1.6938279975824838e-06
fold_0,51-55 | dark,111,0.03137365743357829,555,0.031377204884667574,3.54745108928356e-06
fold_0,56-60 | light,111,0.03137365743357829,555,0.031377204884667574,3.54745108928356e-06
fold_0,56-60 | tan,52,0.014697569248162803,257,0.01452962460425147,0.0001679446439113337
fold_0,56-60 | dark,110,0.031091011871113624,553,0.03126413387607418,0.00017312200496055405
fold_0,61-65 | light,107,0.030243075183719617,533,0.03013342379014021,0.00010965139357940745
fold_0,61-65 | tan,51,0.014414923685698135,257,0.01452962460425147,0.00011470091855333465
fold_0,61-65 | dark,108,0.030525720746184284,540,0.030529172320217096,3.4515740328124045e-06
fold_0,66-70 | light,105,0.029677784058790277,524,0.029624604251469924,5.317980732035335e-05
fold_0,66-70 | tan,50,0.014132278123233465,253,0.014303482587064677,0.00017120446383121248
fold_0,66-70 | dark,108,0.030525720746184284,539,0.030472636815920398,5.3083930263885665e-05
fold_0,71-75 | light,103,0.029112492933860937,514,0.02905924920850294,5.324372535799732e-05
fold_0,71-75 | tan,50,0.014132278123233465,249,0.014077340569877883,5.4937553355581537e-05
fold_0,71-75 | dark,107,0.030243075183719617,537,0.030359565807327002,0.00011649062360738482
fold_1,10-11 | light,33,0.009327303561334087,168,0.009497964721845319,0.0001706611605112318
fold_1,10-11 | tan,17,0.004804974561899378,82,0.0046359113523292625,0.00016906320957011528
fold_1,10-11 | dark,37,0.010457885811192764,186,0.01051560379918589,5.7717987993125344e-05
fold_1,12-13 | light,39,0.011023176936122103,196,0.011080958842152872,5.778190603076931e-05
fold_1,12-13 | tan,19,0.005370265686828717,93,0.005257801899592945,0.00011246378723577238
fold_1,12-13 | dark,41,0.011588468061051441,205,0.011589778380823156,1.3103197717152099e-06
fold_1,14-15 | light,41,0.011588468061051441,204,0.011533242876526458,5.522518452498286e-05
fold_1,14-15 | tan,18,0.005087620124364048,90,0.00508819538670285,5.752623388017783e-07
fold_1,14-15 | dark,41,0.011588468061051441,206,0.011646313885119856,5.7845824068415014e-05
fold_1,16-17 | light,42,0.011871113623516111,210,0.011872455902306648,1.3422787905371936e-06
fold_1,16-17 | tan,20,0.005652911249293386,100,0.005653550429669833,6.391803764466131e-07
fold_1,16-17 | dark,43,0.01215375918598078,212,0.011985526910900044,0.00016823227508073503
fold_1,18-19 | light,43,0.01215375918598078,214,0.012098597919493442,5.516126648733716e-05
fold_1,18-19 | tan,18,0.005087620124364048,92,0.005201266395296246,0.00011364627093219792
fold_1,18-19 | dark,44,0.01243640474844545,221,0.01249434644957033,5.7941701124880965e-05
fold_1,20-21 | light,44,0.01243640474844545,220,0.012437810945273632,1.4061968281828957e-06
fold_1,20-21 | tan,19,0.005370265686828717,99,0.005597014925373134,0.0002267492385444169
fold_1,20-21 | dark,43,0.01215375918598078,213,0.012042062415196744,0.00011169677078403523
fold_1,22-23 | light,43,0.01215375918598078,214,0.012098597919493442,5.516126648733716e-05
fold_1,22-23 | tan,20,0.005652911249293386,101,0.005710085933966531,5.717468467314468e-05
fold_1,22-23 | dark,45,0.012719050310910118,222,0.012550881953867029,0.00016816835704308933
fold_1,24-25 | light,45,0.012719050310910118,225,0.012720488466757123,1.4381558470048794e-06
fold_1,24-25 | tan,20,0.005652911249293386,100,0.005653550429669833,6.391803764466131e-07
fold_1,24-25 | dark,45,0.012719050310910118,225,0.012720488466757123,1.4381558470048794e-06
fold_1,26-27 | light,46,0.013001695873374788,233,0.01317277250113071,0.0001710766277559228
fold_1,26-27 | tan,21,0.0059355568117580556,105,0.005936227951153324,6.711393952685968e-07
fold_1,26-27 | dark,44,0.01243640474844545,220,0.012437810945273632,1.4061968281828957e-06
fold_1,28-29 | light,44,0.01243640474844545,218,0.012324739936680235,0.00011166481176521498
fold_1,28-29 | tan,20,0.005652911249293386,101,0.005710085933966531,5.717468467314468e-05
fold_1,28-29 | dark,46,0.013001695873374788,228,0.012890094979647219,0.00011160089372756928
fold_1,30-31 | light,44,0.01243640474844545,222,0.012550881953867029,0.00011447720542157903
fold_1,30-31 | tan,21,0.0059355568117580556,103,0.005823156942559928,0.00011239986919812754
fold_1,30-31 | dark,45,0.012719050310910118,226,0.012777023971053823,5.797366014370468e-05
fold_1,32-33 | light,45,0.012719050310910118,225,0.012720488466757123,1.4381558470048794e-06
fold_1,32-33 | tan,21,0.0059355568117580556,109,0.006162369968340117,0.00022681315658206174
fold_1,32-33 | dark,44,0.01243640474844545,218,0.012324739936680235,0.00011166481176521498
fold_1,34-35 | light,46,0.013001695873374788,229,0.012946630483943917,5.5065389430871206e-05
fold_1,34-35 | tan,22,0.006218202374222725,108,0.006105834464043419,0.00011236791017930556
fold_1,34-35 | dark,45,0.012719050310910118,224,0.012663952962460425,5.509734844969319e-05
fold_1,36-37 | light,44,0.01243640474844545,222,0.012550881953867029,0.00011447720542157903
fold_1,36-37 | tan,22,0.006218202374222725,110,0.006218905472636816,7.030984140914479e-07
fold_1,36-37 | dark,44,0.01243640474844545,220,0.012437810945273632,1.4061968281828957e-06
fold_1,38-39 | light,45,0.012719050310910118,224,0.012663952962460425,5.509734844969319e-05
fold_1,38-39 | tan,21,0.0059355568117580556,106,0.005992763455450022,5.7206643691966666e-05
fold_1,38-39 | dark,44,0.01243640474844545,220,0.012437810945273632,1.4061968281828957e-06
fold_1,40-41 | light,45,0.012719050310910118,223,0.012607417458163727,0.00011163285274639126
fold_1,40-41 | tan,21,0.0059355568117580556,104,0.005879692446856626,5.586436490142947e-05
fold_1,40-41 | dark,44,0.01243640474844545,222,0.012550881953867029,0.00011447720542157903
fold_1,42-43 | light,45,0.012719050310910118,222,0.012550881953867029,0.00016816835704308933
fold_1,42-43 | tan,21,0.0059355568117580556,106,0.005992763455450022,5.7206643691966666e-05
fold_1,42-43 | dark,44,0.01243640474844545,222,0.012550881953867029,0.00011447720542157903
fold_1,44-45 | light,45,0.012719050310910118,229,0.012946630483943917,0.0002275801730337989
fold_1,44-45 | tan,21,0.0059355568117580556,105,0.005936227951153324,6.711393952685968e-07
fold_1,44-45 | dark,46,0.013001695873374788,229,0.012946630483943917,5.5065389430871206e-05
fold_1,46-47 | light,44,0.01243640474844545,223,0.012607417458163727,0.0001710127097182771
fold_1,46-47 | tan,22,0.006218202374222725,108,0.006105834464043419,0.00011236791017930556
fold_1,46-47 | dark,45,0.012719050310910118,224,0.012663952962460425,5.509734844969319e-05
fold_1,48-49 | light,45,0.012719050310910118,227,0.01283355947535052,0.00011450916444040275
fold_1,48-49 | tan,21,0.0059355568117580556,102,0.005766621438263229,0.00016893537349482648
fold_1,48-49 | dark,45,0.012719050310910118,225,0.012720488466757123,1.4381558470048794e-06
fold_1,50 | light,23,0.006500847936687394,112,0.006331976481230212,0.00016887145545718164
fold_1,50 | tan,10,0.002826455624646693,50,0.0028267752148349165,3.1959018822330654e-07
fold_1,50 | dark,22,0.006218202374222725,110,0.006218905472636816,7.030984140914479e-07
fold_1,51-55 | light,109,0.030808366308648954,545,0.030811849841700586,3.4835330516326535e-06
fold_1,51-55 | tan,53,0.014980214810627474,265,0.014981908638625056,1.6938279975824838e-06
fold_1,51-55 | dark,111,0.03137365743357829,555,0.031377204884667574,3.54745108928356e-06
fold_1,56-60 | light,111,0.03137365743357829,555,0.031377204884667574,3.54745108928356e-06
fold_1,56-60 | tan,52,0.014697569248162803,257,0.01452962460425147,0.0001679446439113337
fold_1,56-60 | dark,110,0.031091011871113624,553,0.03126413387607418,0.00017312200496055405
fold_1,61-65 | light,107,0.030243075183719617,533,0.03013342379014021,0.00010965139357940745
fold_1,61-65 | tan,51,0.014414923685698135,257,0.01452962460425147,0.00011470091855333465
fold_1,61-65 | dark,108,0.030525720746184284,540,0.030529172320217096,3.4515740328124045e-06
fold_1,66-70 | light,105,0.029677784058790277,524,0.029624604251469924,5.317980732035335e-05
fold_1,66-70 | tan,51,0.014414923685698135,253,0.014303482587064677,0.00011144109863345762
fold_1,66-70 | dark,107,0.030243075183719617,539,0.030472636815920398,0.00022956163220078096
fold_1,71-75 | light,103,0.029112492933860937,514,0.02905924920850294,5.324372535799732e-05
fold_1,71-75 | tan,50,0.014132278123233465,249,0.014077340569877883,5.4937553355581537e-05
fold_1,71-75 | dark,107,0.030243075183719617,537,0.030359565807327002,0.00011649062360738482
fold_2,10-11 | light,33,0.009327303561334087,168,0.009497964721845319,0.0001706611605112318
fold_2,10-11 | tan,17,0.004804974561899378,82,0.0046359113523292625,0.00016906320957011528
fold_2,10-11 | dark,37,0.010457885811192764,186,0.01051560379918589,5.7717987993125344e-05
fold_2,12-13 | light,39,0.011023176936122103,196,0.011080958842152872,5.778190603076931e-05
fold_2,12-13 | tan,19,0.005370265686828717,93,0.005257801899592945,0.00011246378723577238
fold_2,12-13 | dark,41,0.011588468061051441,205,0.011589778380823156,1.3103197717152099e-06
fold_2,14-15 | light,41,0.011588468061051441,204,0.011533242876526458,5.522518452498286e-05
fold_2,14-15 | tan,18,0.005087620124364048,90,0.00508819538670285,5.752623388017783e-07
fold_2,14-15 | dark,41,0.011588468061051441,206,0.011646313885119856,5.7845824068415014e-05
fold_2,16-17 | light,42,0.011871113623516111,210,0.011872455902306648,1.3422787905371936e-06
fold_2,16-17 | tan,20,0.005652911249293386,100,0.005653550429669833,6.391803764466131e-07
fold_2,16-17 | dark,42,0.011871113623516111,212,0.011985526910900044,0.00011441328738393333
fold_2,18-19 | light,43,0.01215375918598078,214,0.012098597919493442,5.516126648733716e-05
fold_2,18-19 | tan,18,0.005087620124364048,92,0.005201266395296246,0.00011364627093219792
fold_2,18-19 | dark,45,0.012719050310910118,221,0.01249434644957033,0.0002247038613397874
fold_2,20-21 | light,44,0.01243640474844545,220,0.012437810945273632,1.4061968281828957e-06
fold_2,20-21 | tan,20,0.005652911249293386,99,0.005597014925373134,5.5896323920252323e-05
fold_2,20-21 | dark,42,0.011871113623516111,213,0.012042062415196744,0.00017094879168063314
fold_2,22-23 | light,43,0.01215375918598078,214,0.012098597919493442,5.516126648733716e-05
fold_2,22-23 | tan,20,0.005652911249293386,101,0.005710085933966531,5.717468467314468e-05
fold_2,22-23 | dark,45,0.012719050310910118,222,0.012550881953867029,0.00016816835704308933
fold_2,24-25 | light,45,0.012719050310910118,225,0.012720488466757123,1.4381558470048794e-06
fold_2,24-25 | tan,20,0.005652911249293386,100,0.005653550429669833,6.391803764466131e-07
fold_2,24-25 | dark,45,0.012719050310910118,225,0.012720488466757123,1.4381558470048794e-06
fold_2,26-27 | light,46,0.013001695873374788,233,0.01317277250113071,0.0001710766277559228
fold_2,26-27 | tan,21,0.0059355568117580556,105,0.005936227951153324,6.711393952685968e-07
fold_2,26-27 | dark,44,0.01243640474844545,220,0.012437810945273632,1.4061968281828957e-06
fold_2,28-29 | light,44,0.01243640474844545,218,0.012324739936680235,0.00011166481176521498
fold_2,28-29 | tan,20,0.005652911249293386,101,0.005710085933966531,5.717468467314468e-05
fold_2,28-29 | dark,46,0.013001695873374788,228,0.012890094979647219,0.00011160089372756928
fold_2,30-31 | light,45,0.012719050310910118,222,0.012550881953867029,0.00016816835704308933
fold_2,30-31 | tan,20,0.005652911249293386,103,0.005823156942559928,0.0001702456932665417
fold_2,30-31 | dark,45,0.012719050310910118,226,0.012777023971053823,5.797366014370468e-05
fold_2,32-33 | light,45,0.012719050310910118,225,0.012720488466757123,1.4381558470048794e-06
fold_2,32-33 | tan,22,0.006218202374222725,109,0.006162369968340117,5.583240588260749e-05
fold_2,32-33 | dark,43,0.01215375918598078,218,0.012324739936680235,0.00017098075069945512
fold_2,34-35 | light,45,0.012719050310910118,229,0.012946630483943917,0.0002275801730337989
fold_2,34-35 | tan,22,0.006218202374222725,108,0.006105834464043419,0.00011236791017930556
fold_2,34-35 | dark,45,0.012719050310910118,224,0.012663952962460425,5.509734844969319e-05
fold_2,36-37 | light,45,0.012719050310910118,222,0.012550881953867029,0.00016816835704308933
fold_2,36-37 | tan,22,0.006218202374222725,110,0.006218905472636816,7.030984140914479e-07
fold_2,36-37 | dark,44,0.01243640474844545,220,0.012437810945273632,1.4061968281828957e-06
fold_2,38-39 | light,45,0.012719050310910118,224,0.012663952962460425,5.509734844969319e-05
fold_2,38-39 | tan,21,0.0059355568117580556,106,0.005992763455450022,5.7206643691966666e-05
fold_2,38-39 | dark,44,0.01243640474844545,220,0.012437810945273632,1.4061968281828957e-06
fold_2,40-41 | light,45,0.012719050310910118,223,0.012607417458163727,0.00011163285274639126
fold_2,40-41 | tan,21,0.0059355568117580556,104,0.005879692446856626,5.586436490142947e-05
fold_2,40-41 | dark,44,0.01243640474844545,222,0.012550881953867029,0.00011447720542157903
fold_2,42-43 | light,45,0.012719050310910118,222,0.012550881953867029,0.00016816835704308933
fold_2,42-43 | tan,21,0.0059355568117580556,106,0.005992763455450022,5.7206643691966666e-05
fold_2,42-43 | dark,44,0.01243640474844545,222,0.012550881953867029,0.00011447720542157903
fold_2,44-45 | light,46,0.013001695873374788,229,0.012946630483943917,5.5065389430871206e-05
fold_2,44-45 | tan,21,0.0059355568117580556,105,0.005936227951153324,6.711393952685968e-07
fold_2,44-45 | dark,45,0.012719050310910118,229,0.012946630483943917,0.0002275801730337989
fold_2,46-47 | light,44,0.01243640474844545,223,0.012607417458163727,0.0001710127097182771
fold_2,46-47 | tan,22,0.006218202374222725,108,0.006105834464043419,0.00011236791017930556
fold_2,46-47 | dark,45,0.012719050310910118,224,0.012663952962460425,5.509734844969319e-05
fold_2,48-49 | light,45,0.012719050310910118,227,0.01283355947535052,0.00011450916444040275
fold_2,48-49 | tan,21,0.0059355568117580556,102,0.005766621438263229,0.00016893537349482648
fold_2,48-49 | dark,45,0.012719050310910118,225,0.012720488466757123,1.4381558470048794e-06
fold_2,50 | light,22,0.006218202374222725,112,0.006331976481230212,0.00011377410700748759
fold_2,50 | tan,10,0.002826455624646693,50,0.0028267752148349165,3.1959018822330654e-07
fold_2,50 | dark,22,0.006218202374222725,110,0.006218905472636816,7.030984140914479e-07
fold_2,51-55 | light,109,0.030808366308648954,545,0.030811849841700586,3.4835330516326535e-06
fold_2,51-55 | tan,53,0.014980214810627474,265,0.014981908638625056,1.6938279975824838e-06
fold_2,51-55 | dark,111,0.03137365743357829,555,0.031377204884667574,3.54745108928356e-06
fold_2,56-60 | light,111,0.03137365743357829,555,0.031377204884667574,3.54745108928356e-06
fold_2,56-60 | tan,51,0.014414923685698135,257,0.01452962460425147,0.00011470091855333465
fold_2,56-60 | dark,111,0.03137365743357829,553,0.03126413387607418,0.00010952355750411258
fold_2,61-65 | light,106,0.029960429621254947,533,0.03013342379014021,0.00017299416888526264
fold_2,61-65 | tan,52,0.014697569248162803,257,0.01452962460425147,0.0001679446439113337
fold_2,61-65 | dark,108,0.030525720746184284,540,0.030529172320217096,3.4515740328124045e-06
fold_2,66-70 | light,105,0.029677784058790277,524,0.029624604251469924,5.317980732035335e-05
fold_2,66-70 | tan,51,0.014414923685698135,253,0.014303482587064677,0.00011144109863345762
fold_2,66-70 | dark,108,0.030525720746184284,539,0.030472636815920398,5.3083930263885665e-05
fold_2,71-75 | light,103,0.029112492933860937,514,0.02905924920850294,5.324372535799732e-05
fold_2,71-75 | tan,50,0.014132278123233465,249,0.014077340569877883,5.4937553355581537e-05
fold_2,71-75 | dark,107,0.030243075183719617,537,0.030359565807327002,0.00011649062360738482
fold_3,10-11 | light,34,0.009612666101215719,168,0.009497964721845319,0.00011470137937039972
fold_3,10-11 | tan,16,0.004523607577042691,82,0.0046359113523292625,0.00011230377528657128
fold_3,10-11 | dark,37,0.010460842521911224,186,0.01051560379918589,5.4761277274665426e-05
fold_3,12-13 | light,39,0.01102629346904156,196,0.011080958842152872,5.466537311131156e-05
fold_3,12-13 | tan,19,0.0053717839977381965,93,0.005257801899592945,0.0001139820981452518
fold_3,12-13 | dark,41,0.011591744416171897,205,0.011589778380823156,1.9660353487403748e-06
fold_3,14-15 | light,41,0.011591744416171897,204,0.011533242876526458,5.8501539645438444e-05
fold_3,14-15 | tan,18,0.005089058524173028,90,0.00508819538670285,8.631374701787223e-07
